tGroup,round,epoch,target,outcome,probX,probY,probZ
1-0,6,78,2,0,0.44,0.24,0.19
1-0,6,79,1,0,0.51,0.39,0.21
1-0,6,80,1,0,0.45,0.43,0.17
1-0,6,81,2,0,0.37,0.35,0.26
1-0,6,82,1,1,0.42,0.44,0.22
1-0,6,83,1,1,0.41,0.52,0.18
1-0,6,84,2,1,0.31,0.38,0.19
1-0,6,85,2,1,0.26,0.31,0.25
1-0,6,86,2,1,0.32,0.42,0.26
1-0,6,87,1,1,0.33,0.52,0.26
1-0,6,88,0,0,0.35,0.29,0.31
1-0,6,89,1,1,0.33,0.46,0.27
1-0,6,90,0,0,0.38,0.30,0.28
1-0,6,91,2,1,0.29,0.36,0.32
1-0,6,92,1,1,0.35,0.46,0.20
1-0,6,93,0,0,0.39,0.29,0.29
1-0,6,94,0,0,0.41,0.34,0.29
1-0,6,95,2,0,0.30,0.28,0.26
1-0,6,96,2,2,0.28,0.26,0.29
1-0,6,97,0,0,0.42,0.30,0.34
1-0,6,98,2,0,0.38,0.36,0.29
1-0,6,99,0,0,0.40,0.30,0.36
1-0,6,100,1,0,0.43,0.38,0.22
1-0,6,101,2,2,0.29,0.24,0.31
1-0,6,102,1,1,0.38,0.44,0.26
1-0,6,103,2,2,0.29,0.31,0.40
1-0,6,104,2,2,0.27,0.29,0.44
1-0,6,105,0,2,0.35,0.31,0.42
1-0,6,106,1,1,0.37,0.46,0.31
1-0,6,107,2,2,0.27,0.29,0.44
1-0,6,108,0,2,0.34,0.25,0.46
1-0,6,109,0,0,0.45,0.20,0.37
1-0,6,110,2,2,0.30,0.21,0.34
1-0,6,111,1,1,0.39,0.42,0.29
1-0,6,112,0,0,0.45,0.21,0.37
1-0,6,113,0,0,0.50,0.20,0.34
1-0,6,114,1,1,0.43,0.44,0.24
1-0,6,115,0,0,0.48,0.30,0.31
1-0,6,116,0,0,0.55,0.21,0.30
1-0,6,117,1,0,0.45,0.37,0.24
1-0,6,118,2,0,0.34,0.25,0.28
1-0,6,119,0,0,0.50,0.30,0.30
1-0,6,120,0,0,0.53,0.27,0.30
1-0,6,121,2,0,0.38,0.22,0.28
1-0,6,122,1,0,0.47,0.44,0.23
1-0,6,123,0,0,0.55,0.21,0.30
1-0,6,124,0,0,0.59,0.21,0.28
1-0,6,125,0,0,0.57,0.27,0.28
1-0,6,126,1,0,0.52,0.44,0.19
1-0,6,127,1,0,0.45,0.44,0.19
1-0,6,128,0,0,0.58,0.24,0.24
1-0,6,129,1,1,0.48,0.51,0.18
1-0,6,130,2,1,0.42,0.44,0.22
1-0,6,131,2,0,0.32,0.26,0.27
1-0,6,132,2,2,0.34,0.29,0.36
1-0,6,133,1,1,0.38,0.52,0.27
1-0,6,134,0,0,0.41,0.37,0.29
1-0,6,135,2,1,0.36,0.39,0.28
1-0,6,136,0,0,0.44,0.30,0.34
1-0,6,137,1,0,0.39,0.37,0.27
1-0,6,138,1,1,0.34,0.46,0.23
1-0,6,139,0,0,0.45,0.32,0.30
1-0,6,140,0,0,0.46,0.36,0.25
1-0,6,141,2,0,0.39,0.27,0.24
1-0,6,142,2,0,0.42,0.22,0.24
1-0,6,143,0,0,0.45,0.23,0.38
1-0,6,144,2,0,0.38,0.34,0.29
1-0,6,145,0,0,0.48,0.26,0.34
1-0,6,146,0,0,0.50,0.27,0.29
1-0,6,147,2,0,0.42,0.30,0.30
1-0,6,148,0,0,0.59,0.14,0.33
1-0,6,149,0,0,0.58,0.20,0.30
1-0,6,150,2,0,0.38,0.16,0.32
1-0,6,151,1,0,0.45,0.33,0.32
1-0,6,152,2,0,0.39,0.30,0.32
1-0,6,153,0,0,0.52,0.20,0.36
1-0,6,154,2,0,0.45,0.16,0.28
1-0,6,155,0,0,0.51,0.16,0.41
1-0,6,156,2,2,0.41,0.18,0.42
1-0,6,157,1,0,0.40,0.32,0.36
1-0,6,158,1,1,0.39,0.41,0.28
1-0,6,159,0,0,0.47,0.20,0.39
1-0,6,160,1,1,0.37,0.40,0.25
1-0,6,161,2,0,0.39,0.21,0.27
1-0,6,162,1,1,0.35,0.51,0.29
1-0,6,163,2,1,0.29,0.38,0.33
1-0,6,164,1,1,0.31,0.49,0.28
1-0,6,165,1,1,0.31,0.48,0.25
1-0,6,166,1,1,0.28,0.56,0.26
1-0,6,167,2,1,0.24,0.45,0.33
1-0,6,168,2,1,0.23,0.41,0.37
1-0,6,169,2,2,0.18,0.25,0.43
1-0,6,170,2,2,0.22,0.28,0.53
1-0,6,171,2,2,0.25,0.22,0.41
1-0,6,172,0,2,0.30,0.32,0.48
1-0,6,173,2,2,0.23,0.24,0.57
1-0,6,174,0,2,0.35,0.20,0.55
1-0,6,175,0,2,0.45,0.16,0.46
1-0,6,176,1,1,0.28,0.41,0.35
1-0,6,177,1,1,0.28,0.43,0.39
1-0,6,178,0,2,0.41,0.25,0.43
1-0,6,179,0,0,0.45,0.31,0.35
1-0,6,180,2,2,0.31,0.35,0.35
1-0,6,181,1,1,0.35,0.43,0.27
1-0,6,182,2,2,0.28,0.36,0.38
1-0,6,183,0,0,0.46,0.26,0.37
1-0,6,184,2,2,0.33,0.24,0.34
1-0,6,185,2,2,0.24,0.19,0.44
1-0,6,186,0,0,0.44,0.26,0.44
1-0,6,187,0,0,0.55,0.15,0.41
1-0,6,188,0,0,0.53,0.18,0.43
1-0,6,189,0,0,0.56,0.23,0.35
1-0,6,190,1,0,0.42,0.37,0.33
1-0,6,191,2,0,0.40,0.22,0.30
1-0,6,192,2,2,0.30,0.18,0.40
1-0,6,193,2,2,0.35,0.20,0.49
1-0,6,194,1,1,0.33,0.44,0.34
1-0,6,195,1,1,0.32,0.48,0.32
1-0,6,196,1,1,0.29,0.46,0.38
1-0,6,197,1,1,0.31,0.51,0.26
1-0,6,198,0,0,0.42,0.36,0.35
1-0,6,199,1,1,0.29,0.51,0.32
1-0,6,200,1,1,0.29,0.49,0.29
1-0,6,201,1,1,0.28,0.64,0.23
1-0,6,202,1,1,0.26,0.55,0.27
1-0,6,203,0,1,0.36,0.49,0.26
1-0,6,204,1,1,0.26,0.62,0.21
1-0,6,205,1,1,0.27,0.68,0.20
1-0,6,206,0,0,0.48,0.31,0.26
1-0,6,207,1,1,0.31,0.63,0.17
1-0,6,208,2,1,0.22,0.36,0.29
1-0,6,209,0,0,0.50,0.29,0.27
1-0,6,210,0,0,0.54,0.27,0.26
1-0,6,211,0,0,0.52,0.31,0.29
1-0,6,212,0,0,0.56,0.29,0.27
1-0,6,213,0,0,0.55,0.39,0.19
1-0,6,214,2,1,0.37,0.43,0.24
1-0,6,215,2,1,0.34,0.39,0.27
1-0,6,216,1,1,0.39,0.49,0.19
1-0,6,217,1,1,0.33,0.52,0.27
1-0,6,218,0,0,0.50,0.37,0.22
1-0,6,219,1,1,0.35,0.59,0.19
1-0,6,220,1,1,0.33,0.62,0.19
1-0,6,221,1,1,0.30,0.59,0.24
1-0,6,222,0,0,0.57,0.25,0.23
1-0,6,223,2,1,0.28,0.47,0.25
1-0,6,224,0,0,0.51,0.33,0.25
1-0,6,225,0,0,0.53,0.36,0.21
1-0,6,226,0,0,0.61,0.29,0.22
1-0,6,227,1,1,0.39,0.57,0.17
1-0,6,228,1,1,0.35,0.56,0.17
1-0,6,229,1,1,0.37,0.58,0.15
1-0,6,230,2,1,0.28,0.29,0.26
1-0,6,231,0,0,0.53,0.36,0.23
1-0,6,232,1,1,0.33,0.63,0.18
1-0,6,233,1,1,0.34,0.59,0.16
1-0,6,234,0,0,0.53,0.38,0.21
1-0,6,235,0,0,0.57,0.35,0.21
1-0,6,236,1,1,0.36,0.65,0.18
1-0,6,237,2,0,0.37,0.32,0.20
1-0,6,238,1,1,0.30,0.64,0.17
1-0,6,239,2,0,0.34,0.29,0.21
1-0,6,240,2,2,0.24,0.26,0.31
1-0,6,241,2,2,0.22,0.25,0.34
1-0,6,242,2,2,0.30,0.27,0.43
1-0,6,243,0,0,0.43,0.33,0.30
1-0,6,244,0,0,0.53,0.26,0.31
1-0,6,245,2,2,0.35,0.23,0.43
1-0,6,246,0,0,0.44,0.31,0.32
1-0,6,247,1,1,0.29,0.50,0.26
1-0,6,248,0,0,0.47,0.32,0.29
1-0,6,249,2,2,0.37,0.22,0.43
1-0,6,250,1,1,0.28,0.51,0.26
1-0,6,251,2,2,0.24,0.21,0.40
1-0,6,252,1,1,0.27,0.51,0.35
1-0,6,253,2,2,0.30,0.26,0.35
1-0,6,254,0,0,0.56,0.16,0.38
1-0,6,255,1,1,0.25,0.56,0.27
1-0,6,256,2,1,0.24,0.41,0.38
1-0,6,257,2,2,0.23,0.38,0.42
1-0,6,258,1,1,0.26,0.42,0.39
1-0,6,259,0,0,0.45,0.32,0.33
1-0,6,260,0,0,0.52,0.27,0.35
1-0,6,261,1,1,0.31,0.43,0.32
1-0,6,262,2,2,0.31,0.26,0.35
1-0,6,263,0,0,0.53,0.20,0.41
1-0,6,264,1,1,0.32,0.53,0.24
1-0,6,265,2,1,0.24,0.41,0.38
1-0,6,266,0,0,0.53,0.27,0.35
1-0,6,267,1,1,0.30,0.44,0.32
1-0,6,268,0,0,0.55,0.28,0.31
1-0,6,269,2,2,0.35,0.23,0.45
1-0,6,270,0,0,0.57,0.19,0.39
1-0,6,271,0,0,0.57,0.24,0.32
1-0,6,272,0,0,0.61,0.23,0.30
1-0,6,273,1,1,0.35,0.50,0.29
1-0,6,274,0,0,0.64,0.19,0.31
1-0,6,275,0,0,0.67,0.18,0.30
1-0,6,276,2,1,0.33,0.36,0.30
1-0,6,277,1,1,0.36,0.59,0.24
1-0,6,278,2,2,0.40,0.21,0.40
1-0,6,279,0,0,0.62,0.17,0.34
1-0,6,280,0,0,0.62,0.23,0.28
1-0,6,281,0,0,0.68,0.21,0.25
1-0,6,282,2,0,0.44,0.19,0.40
1-0,6,283,1,1,0.32,0.51,0.22
1-0,6,284,2,1,0.28,0.35,0.34
1-0,6,285,0,0,0.67,0.13,0.31
1-0,6,286,2,0,0.39,0.20,0.29
1-0,6,287,1,1,0.30,0.56,0.26
1-0,6,288,0,0,0.58,0.23,0.32
1-0,6,289,2,2,0.27,0.18,0.41
1-0,6,290,1,1,0.28,0.50,0.34
1-0,6,291,0,0,0.58,0.24,0.31
1-0,6,292,2,2,0.37,0.20,0.46
1-0,6,293,1,1,0.28,0.59,0.26
1-0,6,294,0,0,0.60,0.24,0.30
1-0,6,295,0,0,0.63,0.23,0.28
1-0,6,296,0,0,0.55,0.29,0.27
1-0,6,297,0,0,0.58,0.28,0.25
1-0,6,298,1,1,0.36,0.49,0.27
1-0,6,299,2,0,0.41,0.21,0.29
1-0,6,300,1,1,0.31,0.52,0.29
1-0,6,301,1,1,0.28,0.59,0.21
1-0,6,302,0,0,0.53,0.34,0.24
1-0,6,303,0,0,0.62,0.28,0.22
1-0,6,304,0,0,0.67,0.23,0.25
1-0,6,305,1,1,0.35,0.54,0.24
1-0,6,306,0,0,0.69,0.24,0.21
1-0,6,307,0,0,0.71,0.23,0.21
1-0,6,308,0,0,0.63,0.29,0.20
1-0,6,309,2,0,0.47,0.19,0.36
1-0,6,310,0,0,0.72,0.15,0.28
1-0,6,311,2,2,0.33,0.17,0.34
1-0,6,312,1,1,0.38,0.41,0.25
1-0,6,313,2,0,0.39,0.22,0.29
1-0,6,314,0,0,0.64,0.22,0.27
1-0,6,315,0,0,0.69,0.20,0.25
1-0,6,316,1,1,0.34,0.60,0.19
1-0,6,317,2,2,0.27,0.19,0.38
1-0,6,318,0,0,0.68,0.21,0.26
1-0,6,319,0,0,0.65,0.24,0.22
1-0,6,320,0,0,0.75,0.11,0.27
1-0,6,321,0,0,0.74,0.19,0.23
1-0,6,322,0,0,0.72,0.19,0.23
1-0,6,323,0,0,0.77,0.17,0.21
1-0,6,324,0,0,0.77,0.17,0.20
1-0,6,325,1,0,0.44,0.39,0.22
1-0,6,326,0,0,0.77,0.19,0.19
1-0,6,327,1,1,0.38,0.53,0.21
1-0,6,328,2,0,0.43,0.19,0.36
1-0,6,329,2,1,0.30,0.37,0.30
1-0,6,330,1,1,0.32,0.62,0.23
1-0,6,331,1,1,0.29,0.65,0.22
1-0,6,332,1,1,0.28,0.67,0.21
1-0,6,333,0,0,0.66,0.24,0.21
1-0,6,334,2,2,0.35,0.21,0.41
1-0,6,335,1,1,0.25,0.59,0.26
1-0,6,336,0,0,0.53,0.33,0.22
1-0,6,337,0,0,0.63,0.27,0.20
1-0,6,338,0,0,0.73,0.12,0.24
1-0,6,339,2,2,0.38,0.19,0.41
1-0,6,340,1,1,0.29,0.64,0.19
1-0,6,341,2,2,0.23,0.19,0.39
1-0,6,342,0,0,0.55,0.30,0.25
1-0,6,343,0,0,0.67,0.20,0.26
1-0,6,344,1,1,0.35,0.45,0.25
1-0,6,345,1,1,0.32,0.49,0.24
1-0,6,346,1,1,0.27,0.70,0.18
1-0,6,347,0,0,0.62,0.31,0.19
1-0,6,348,2,2,0.33,0.22,0.43
1-0,6,349,1,1,0.26,0.70,0.19
1-0,6,350,2,2,0.29,0.23,0.46
1-0,6,351,2,2,0.29,0.24,0.36
1-0,6,352,2,2,0.18,0.20,0.49
1-0,6,353,2,2,0.26,0.22,0.43
1-0,6,354,2,2,0.18,0.40,0.46
1-0,6,355,1,1,0.19,0.58,0.41
1-0,6,356,2,2,0.15,0.19,0.57
1-0,6,357,1,1,0.18,0.69,0.36
1-0,6,358,0,0,0.57,0.22,0.36
1-0,6,359,1,1,0.20,0.68,0.28
1-0,6,360,1,1,0.19,0.72,0.30
1-0,6,361,2,2,0.15,0.21,0.53
1-0,6,362,2,2,0.22,0.21,0.62
1-0,6,363,1,1,0.17,0.70,0.29
1-0,6,364,1,1,0.17,0.65,0.36
1-0,6,365,2,2,0.20,0.23,0.61
1-0,6,366,1,1,0.19,0.55,0.36
1-0,6,367,1,1,0.14,0.72,0.27
1-0,6,368,2,1,0.14,0.50,0.42
1-0,6,369,0,0,0.51,0.18,0.45
1-0,6,370,0,0,0.54,0.26,0.33
1-0,6,371,0,0,0.61,0.23,0.30
1-0,6,372,1,1,0.21,0.72,0.23
1-0,6,373,1,1,0.20,0.66,0.29
1-0,6,374,0,0,0.50,0.36,0.25
1-0,6,375,2,2,0.27,0.21,0.53
1-0,6,376,2,1,0.19,0.42,0.39
1-0,6,377,2,2,0.18,0.39,0.43
1-0,6,378,1,1,0.18,0.63,0.28
1-0,6,379,2,2,0.25,0.21,0.47
1-0,6,380,0,0,0.63,0.11,0.42
1-0,6,381,0,0,0.62,0.13,0.43
1-0,6,382,0,0,0.69,0.10,0.35
1-0,6,383,0,0,0.68,0.13,0.37
1-0,6,384,0,0,0.73,0.10,0.30
1-0,6,385,2,2,0.23,0.36,0.38
1-0,6,386,2,0,0.35,0.20,0.32
1-0,6,387,2,2,0.30,0.17,0.46
1-0,6,388,2,2,0.19,0.31,0.50
1-0,6,389,0,0,0.65,0.10,0.46
1-0,6,390,2,2,0.19,0.13,0.60
1-0,6,391,1,1,0.21,0.61,0.31
1-0,6,392,1,1,0.20,0.60,0.30
1-0,6,393,2,2,0.30,0.20,0.38
1-0,6,394,2,2,0.25,0.17,0.53
1-0,6,395,1,1,0.17,0.57,0.44
1-0,6,396,1,1,0.16,0.65,0.32
1-0,6,397,0,0,0.62,0.20,0.35
1-0,6,398,0,0,0.51,0.28,0.32
1-0,6,399,2,2,0.28,0.18,0.48
1-0,6,400,2,2,0.26,0.18,0.52
1-0,6,401,0,0,0.52,0.25,0.37
1-0,6,402,1,1,0.21,0.67,0.34
1-0,6,403,2,2,0.18,0.34,0.50
1-0,6,404,1,1,0.20,0.66,0.31
1-0,6,405,1,1,0.19,0.69,0.34
1-0,6,406,0,0,0.66,0.18,0.33
1-0,6,407,1,1,0.25,0.48,0.35
1-0,6,408,1,1,0.19,0.73,0.24
1-0,6,409,1,1,0.18,0.74,0.23
1-0,6,410,0,0,0.68,0.12,0.33
1-0,6,411,1,1,0.19,0.68,0.29
1-0,6,412,2,1,0.17,0.43,0.40
1-0,6,413,0,0,0.67,0.21,0.27
1-0,6,414,0,0,0.69,0.20,0.26
1-0,6,415,2,0,0.31,0.23,0.31
1-0,6,416,0,0,0.72,0.10,0.33
1-0,6,417,0,0,0.67,0.19,0.28
1-0,6,418,0,0,0.72,0.12,0.33
1-0,6,419,2,2,0.31,0.16,0.55
1-0,6,420,0,0,0.75,0.09,0.30
1-0,6,421,0,0,0.61,0.26,0.24
1-0,6,422,2,2,0.34,0.17,0.40
1-0,6,423,2,2,0.31,0.17,0.44
1-0,6,424,0,0,0.73,0.15,0.29
1-0,6,425,0,0,0.76,0.08,0.33
1-0,6,426,1,1,0.24,0.68,0.26
1-0,6,427,2,2,0.20,0.33,0.43
1-0,6,428,2,2,0.18,0.14,0.58
1-0,6,429,0,0,0.75,0.07,0.35
1-0,6,430,0,0,0.76,0.07,0.33
1-0,6,431,0,0,0.72,0.15,0.28
1-0,6,432,2,2,0.22,0.29,0.44
1-0,6,433,2,2,0.35,0.16,0.36
1-0,6,434,0,0,0.61,0.20,0.31
1-0,6,435,0,0,0.79,0.06,0.34
1-0,6,436,1,1,0.32,0.51,0.24
1-0,6,437,0,0,0.76,0.14,0.27
1-0,6,438,0,0,0.79,0.07,0.30
1-0,6,439,2,2,0.33,0.13,0.59
1-0,6,440,2,2,0.19,0.12,0.58
1-0,6,441,0,0,0.76,0.13,0.27
1-0,6,442,0,0,0.77,0.13,0.27
1-0,6,443,2,2,0.20,0.12,0.58
1-0,6,444,0,0,0.71,0.17,0.26
1-0,6,445,0,0,0.66,0.20,0.27
1-0,6,446,0,0,0.81,0.11,0.24
1-0,6,447,1,1,0.26,0.53,0.32
1-0,6,448,0,0,0.82,0.07,0.27
1-0,6,449,2,0,0.38,0.17,0.31
1-0,6,450,0,0,0.81,0.07,0.29
1-0,6,451,0,0,0.82,0.06,0.27
1-0,6,452,1,1,0.32,0.42,0.30
1-0,6,453,1,1,0.24,0.70,0.23
1-0,6,454,0,0,0.80,0.08,0.24
1-0,6,455,0,0,0.66,0.25,0.20
1-0,6,456,0,0,0.83,0.08,0.22
1-0,6,457,0,0,0.81,0.14,0.18
1-0,6,458,1,1,0.27,0.70,0.20
1-0,6,459,1,1,0.33,0.60,0.16
1-0,6,460,0,0,0.82,0.09,0.20
1-0,6,461,1,1,0.32,0.63,0.15
1-0,6,462,0,0,0.81,0.09,0.19
1-0,6,463,1,1,0.30,0.65,0.15
1-0,6,464,2,1,0.19,0.40,0.34
1-0,6,465,0,0,0.77,0.18,0.18
1-0,6,466,1,1,0.21,0.66,0.24
1-0,6,467,0,0,0.77,0.13,0.22
1-0,6,468,2,2,0.31,0.17,0.49
1-0,6,469,1,1,0.19,0.68,0.25
1-0,6,470,0,0,0.62,0.30,0.18
1-0,6,471,0,0,0.65,0.28,0.17
1-0,6,472,1,1,0.22,0.67,0.23
1-0,6,473,2,2,0.20,0.17,0.46
1-0,6,474,2,0,0.33,0.23,0.27
1-0,6,475,2,2,0.28,0.16,0.57
1-0,6,476,0,0,0.72,0.18,0.24
1-0,6,477,1,1,0.26,0.63,0.19
1-0,6,478,2,2,0.16,0.17,0.56
1-0,6,479,0,0,0.76,0.17,0.21
1-0,6,480,0,0,0.76,0.11,0.29
1-0,6,481,1,1,0.19,0.67,0.28
1-0,6,482,2,2,0.17,0.38,0.42
1-0,6,483,2,2,0.16,0.35,0.46
1-0,6,484,1,1,0.17,0.73,0.25
1-0,6,485,0,0,0.78,0.08,0.28
1-0,6,486,1,1,0.17,0.66,0.32
1-0,6,487,1,1,0.17,0.68,0.30
1-0,6,488,1,1,0.16,0.74,0.20
1-0,6,489,2,2,0.24,0.18,0.58
1-0,6,490,0,0,0.75,0.18,0.20
1-0,6,491,1,1,0.23,0.68,0.19
1-0,6,492,2,2,0.14,0.18,0.57
1-0,6,493,1,1,0.20,0.57,0.31
1-0,6,494,0,0,0.66,0.27,0.20
1-0,6,495,2,2,0.24,0.18,0.61
1-0,6,496,1,1,0.15,0.72,0.30
1-0,6,497,2,2,0.13,0.42,0.45
1-0,6,498,2,2,0.21,0.17,0.66
1-0,6,499,2,2,0.12,0.37,0.52
1-0,6,500,2,2,0.22,0.18,0.54
1-0,6,501,1,1,0.13,0.67,0.40
1-0,6,502,0,0,0.71,0.17,0.28
1-0,6,503,0,0,0.73,0.16,0.26
1-0,6,504,1,1,0.15,0.77,0.29
1-0,6,505,1,1,0.14,0.74,0.24
1-0,6,506,2,2,0.20,0.16,0.67
1-0,6,507,2,2,0.12,0.36,0.53
1-0,6,508,1,1,0.13,0.77,0.27
1-0,6,509,0,0,0.71,0.11,0.35
1-0,6,510,1,1,0.14,0.78,0.24
1-0,6,511,2,2,0.12,0.16,0.64
1-0,6,512,2,2,0.12,0.34,0.54
1-0,6,513,0,0,0.75,0.07,0.33
1-0,6,514,0,0,0.73,0.10,0.34
1-0,6,515,2,2,0.22,0.14,0.68
1-0,6,516,1,1,0.14,0.67,0.35
1-0,6,517,2,2,0.20,0.14,0.69
1-0,6,518,1,1,0.19,0.67,0.23
1-0,6,519,2,2,0.11,0.16,0.66
1-0,6,520,1,1,0.13,0.79,0.25
1-0,6,521,2,2,0.22,0.23,0.38
1-0,6,522,0,0,0.72,0.16,0.26
1-0,6,523,2,2,0.18,0.14,0.72
1-0,6,524,0,0,0.73,0.15,0.26
1-0,6,525,1,1,0.19,0.67,0.25
1-0,6,526,1,1,0.18,0.69,0.24
1-0,6,527,1,1,0.18,0.71,0.23
1-0,6,528,2,2,0.10,0.17,0.67
1-0,6,529,0,0,0.72,0.18,0.23
1-0,6,530,2,2,0.11,0.16,0.68
1-0,6,531,0,0,0.74,0.17,0.24
1-0,6,532,1,1,0.18,0.57,0.35
1-0,6,533,1,1,0.12,0.75,0.32
1-0,6,534,1,1,0.12,0.76,0.30
1-0,6,535,1,1,0.12,0.77,0.29
1-0,6,536,1,1,0.12,0.85,0.19
1-0,6,537,2,2,0.10,0.20,0.62
1-0,6,538,2,2,0.10,0.42,0.49
1-0,6,539,0,0,0.73,0.18,0.21
1-0,6,540,0,0,0.65,0.25,0.20
1-0,6,541,0,0,0.78,0.08,0.27
1-0,6,542,1,1,0.14,0.74,0.29
1-0,6,543,0,0,0.77,0.18,0.19
1-0,6,544,1,1,0.20,0.60,0.28
1-0,6,545,0,0,0.78,0.18,0.16
1-0,6,546,0,0,0.73,0.20,0.19
1-0,6,547,1,1,0.15,0.76,0.24
1-0,6,548,1,1,0.14,0.80,0.16
1-0,6,549,0,0,0.78,0.12,0.23
1-0,6,550,2,2,0.26,0.22,0.40
1-0,6,551,1,1,0.14,0.77,0.25
1-0,6,552,1,1,0.14,0.84,0.16
1-0,6,553,2,2,0.12,0.41,0.44
1-0,6,554,1,1,0.13,0.80,0.18
1-0,6,555,1,1,0.20,0.75,0.17
1-0,6,556,2,2,0.11,0.40,0.47
1-0,6,557,0,0,0.76,0.17,0.20
1-0,6,558,0,0,0.79,0.07,0.25
1-0,6,559,0,0,0.79,0.16,0.17
1-0,6,560,1,1,0.14,0.82,0.21
1-0,6,561,2,2,0.21,0.15,0.65
1-0,6,562,1,1,0.13,0.82,0.19
1-0,6,563,2,2,0.11,0.16,0.64
1-0,6,564,2,2,0.22,0.19,0.50
1-0,6,565,2,2,0.11,0.15,0.69
1-0,6,566,2,2,0.22,0.22,0.40
1-0,6,567,0,0,0.76,0.14,0.24
1-0,6,568,2,2,0.10,0.14,0.73
1-0,6,569,2,2,0.10,0.13,0.74
1-0,6,570,1,1,0.16,0.56,0.39
1-0,6,571,0,0,0.75,0.16,0.25
1-0,6,572,0,0,0.78,0.14,0.22
1-0,6,573,2,2,0.11,0.14,0.72
1-0,6,574,1,1,0.13,0.81,0.28
1-0,6,575,1,1,0.12,0.82,0.26
1-0,6,576,1,1,0.12,0.75,0.31
1-0,6,577,0,0,0.78,0.07,0.27
1-0,6,578,0,0,0.73,0.18,0.21
1-0,6,579,1,1,0.14,0.83,0.22
1-0,6,580,1,1,0.13,0.76,0.27
1-0,6,581,0,0,0.79,0.17,0.17
1-0,6,582,2,2,0.12,0.37,0.49
1-0,6,583,1,1,0.12,0.79,0.19
1-0,6,584,2,2,0.22,0.18,0.51
1-0,6,585,0,0,0.77,0.09,0.30
1-0,6,586,1,1,0.19,0.73,0.19
1-0,6,587,2,2,0.11,0.15,0.68
1-0,6,588,0,0,0.77,0.10,0.29
1-0,6,589,0,0,0.74,0.17,0.20
1-0,6,590,0,0,0.80,0.09,0.26
1-0,6,591,1,1,0.14,0.75,0.26
1-0,6,592,2,2,0.21,0.14,0.68
1-0,6,593,0,0,0.82,0.14,0.16
1-0,6,594,0,0,0.81,0.15,0.17
1-0,6,595,1,1,0.14,0.82,0.17
1-0,6,596,2,2,0.21,0.13,0.68
1-0,6,597,2,2,0.11,0.14,0.68
1-0,6,598,0,0,0.80,0.14,0.19
1-0,6,599,0,0,0.73,0.20,0.17
1-0,6,600,1,1,0.20,0.58,0.28
1-0,6,601,2,2,0.12,0.35,0.51
1-0,6,602,0,0,0.83,0.13,0.17
1-0,6,603,2,2,0.25,0.20,0.36
1-0,6,604,2,2,0.22,0.15,0.57
1-0,6,605,2,2,0.23,0.19,0.43
1-0,6,606,1,1,0.17,0.70,0.25
1-0,6,607,2,2,0.09,0.13,0.77
1-0,6,608,0,0,0.70,0.19,0.24
1-0,6,609,0,0,0.75,0.14,0.26
1-0,6,610,1,1,0.12,0.72,0.35
1-0,6,611,0,0,0.76,0.15,0.23
1-0,6,612,1,1,0.20,0.71,0.20
1-0,6,613,2,2,0.19,0.12,0.75
1-0,6,614,2,2,0.11,0.31,0.60
1-0,6,615,0,0,0.82,0.12,0.21
1-0,6,616,0,0,0.81,0.12,0.22
1-0,6,617,0,0,0.82,0.05,0.29
1-0,6,618,0,0,0.66,0.23,0.21
1-0,6,619,0,0,0.84,0.11,0.19
1-0,6,620,1,1,0.15,0.80,0.20
1-0,6,621,0,0,0.85,0.05,0.25
1-0,6,622,0,0,0.86,0.11,0.15
1-0,6,623,2,2,0.26,0.14,0.53
1-0,6,624,1,1,0.13,0.76,0.21
1-0,6,625,2,2,0.12,0.12,0.73
1-0,6,626,1,1,0.13,0.81,0.20
1-0,6,627,0,0,0.79,0.14,0.20
1-0,6,628,2,2,0.12,0.28,0.57
1-0,6,629,0,0,0.85,0.10,0.18
1-0,6,630,2,2,0.25,0.17,0.41
1-0,6,631,0,0,0.83,0.11,0.22
1-0,6,632,1,1,0.19,0.53,0.35
1-0,6,633,2,2,0.20,0.11,0.77
1-0,6,634,2,2,0.23,0.18,0.44
1-0,6,635,2,2,0.10,0.27,0.66
1-0,6,636,0,0,0.82,0.11,0.24
1-0,6,637,1,1,0.17,0.54,0.39
1-0,6,638,0,0,0.64,0.24,0.23
1-0,6,639,0,0,0.84,0.11,0.20
1-0,6,640,2,2,0.11,0.11,0.76
1-0,6,641,0,0,0.84,0.05,0.29
1-0,6,642,2,2,0.11,0.11,0.76
1-0,6,643,2,2,0.11,0.26,0.63
1-0,6,644,1,1,0.12,0.75,0.25
1-0,6,645,1,1,0.20,0.70,0.22
1-0,6,646,2,2,0.19,0.10,0.79
1-0,6,647,1,1,0.12,0.82,0.23
1-0,6,648,1,1,0.12,0.82,0.22
1-0,6,649,0,0,0.84,0.12,0.17
1-0,6,650,1,1,0.12,0.75,0.31
1-0,6,651,2,2,0.10,0.30,0.61
1-0,6,652,1,1,0.11,0.83,0.21
1-0,6,653,1,1,0.11,0.75,0.31
1-0,6,654,2,2,0.20,0.16,0.58
1-0,6,655,2,2,0.09,0.12,0.78
1-0,6,656,1,1,0.17,0.74,0.21
1-0,6,657,1,1,0.11,0.84,0.25
1-0,6,658,0,0,0.81,0.05,0.28
1-0,6,659,2,2,0.16,0.12,0.77
